addAplyQlfcCndCn,aplyPrdSeCd,aplyUrlAddr,aplyYmd,bizPrdBgngYmd,bizPrdEndYmd,bizPrdEtcCn,bizPrdSeCd,bscPlanAsmtNo,bscPlanCycl,bscPlanFcsAsmtNo,bscPlanPlcyWayNo,earnCndSeCd,earnEtcCn,earnMaxAmt,earnMinAmt,etcMttrCn,frstRegDt,inqCnt,jobCd,lastMdfcnDt,lclsfNm,mclsfNm,mrgSttsCd,operInstCd,operInstCdNm,operInstPicNm,plcyAplyMthdCn,plcyAprvSttsCd,plcyExplnCn,plcyKywdNm,plcyMajorCd,plcyNm,plcyNo,plcyPvsnMthdCd,plcySprtCn,ptcpPrpTrgtCn,pvsnInstGroupCd,refUrlAddr1,refUrlAddr2,rgtrHghrkInstCd,rgtrHghrkInstCdNm,rgtrInstCd,rgtrInstCdNm,rgtrUpInstCd,rgtrUpInstCdNm,sbizCd,sbmsnDcmntCn,schoolCd,sprtArvlSeqYn,sprtSclCnt,sprtSclLmtYn,sprtTrgtAgeLmtYn,sprtTrgtMaxAge,sprtTrgtMinAge,sprvsnInstCd,sprvsnInstCdNm,sprvsnInstPicNm,srngMthdCn,zipCd
,0057003,,,        ,        ,상시,0056002,042,1,016,004,0043001,,0,0,,2025-01-13 10:57:03,101,0013010,2026-01-01 00:00:00,복지문화,문화활동,0055003,       ,,,문의 및 신청서 작성 후 이용,0044002,청년들의 소통 및 활동 공간 제공을 위해 순창군 청년문화센터 운영,교육지원,0011009,순창군 청년문화센터 운영,20250113005400210170,0042001,"순창군 청년문화센터 운영
 - 위      치 : 순창군 순창읍 교성2길 25(순창군청 맞은편)
 - 공간구성(1층 : 방음실, 다목적실, 사무실 ;  2층 : 동아리방, 북카페, 소회의실, 사무실)
 - 이용시간(평일 09~21시, 토요일 10~18시, 공휴일 휴무)",,0054002,,,6540000,전북특별자치도,4771000,전북특별자치도 순창군,6540000,전북특별자치도,0014010,,0049010,N,0,Y,Y,0,0,4771000,순창군,최은석,해당없음,52770
,0057003,,,        ,        ,매년,0056002,032,1,013,004,0043001,,0,0,"지원중단 및 환수조치
   - (지원중단) 장려금 신청 1년 이후 전출 또는 이혼 등으로 지원자격을 상실한 경우 지원 중단
   - (환수조치) 지원대상자가 아닌 사람이 지원을 받았거나, 결혼장려금 신청 후 1년 이내에 부부 중 1명이라도 
                     전출 또는 이혼한 경우 지원금 전액 환수",2025-01-13 10:48:06,479,0013010,2026-01-01 00:00:00,복지문화,취약계층 및 금융지원,0055001,       ,,," 신청방법
   - 접 수 처 : 신청자 본인의 주민등록상 주소지 관할 읍&middot;면 행정복지센터
   - 신청자격 : 본인 또는 배우자 원칙, 단 불가피한 경우 대상자의 위임을 받은 자",0044002,청년들의 결혼 장려 및 이에 따른 경제적 부담을 완화하기 위해 바우처 지원,바우처,0011009,순창군 결혼장려금 지원,20250113005400210169,0042010,"1부부 당 결혼장려금 1천만원 4년간 분할하여 바우처(순창사랑상품권) 지원
(혼인신고 후 2백만원, 1년후 2백만원, 2년후 2백만원, 3년후 2백만원, 4년후 2백만원)
 * '25년도 신청자부터 적용

지원대상 : 신청일 기준, 아래 요건을 모두 충족하는 자
     ① 혼인신고 후 신고일로부터 6개월이 경과 하지 않은 자
     ② 혼인신고일 기준 부부 중 한 명이 19세 이상 49세 이하인 자
     ③ 혼인신고일 기준 1년 전부터 지원 신청일 현재까지 부부 중 한 명이라도 계속하여 순창군에 주민등록상 
         주소를 두고 거주해야 하고,
     ④ 지원신청일 기준 부부가 함께 주민등록을 두고 관내에 거주하는 자",,0054002,,,6540000,전북특별자치도,4771000,전북특별자치도 순창군,6540000,전북특별자치도,0014010,"제출서류 
     ① 인구늘리기 시책지원 신청서 1부 &lt;별지 제1호 서식&gt;
     ② 결혼장려금 지원사업 이행 서약서 1부 &lt;별지 제2호 서식&gt;
     ③ 혼인관계 증명서 1부.
      ※ 외국인과 혼인한 경우 배우자의 외국인등록사실증명 첨부",0049010,N,0,Y,N,49,19,4771000,순창군,박소연,,52770
"ㅇ 대한민국 국적자로, 국내외 대학생(3-4학년) 또는 대학원생
ㅇ 영어 또는 스페인어로 업무처리가 가능한 자",0057001,https://www.mofa.go.kr/www/brd/m_4075/list.do,20250501 ~ 20250530,        ,        ,2009년~계속,0056002,052,1,020,005,0043001,,0,0,,2025-01-13 10:09:56,209,0013010,2025-01-17 15:15:25,참여권리,청년국제교류,0055003,       ,,,ㅇ 외교부 카리브&middot;중남미협력과 이메일(latinca@mofa.go.kr)로 관련 서류 송부,0044002,"우리 청년들에게 국제무대에서 활동할 수 있는 기회와 여건을 제공하고, 차세대 중남미 전문인력으로서의 능력 개발 및 역량 강화 지원",해외진출,0011009,중남미 지역기구 인턴 파견,20250113005400110168,0042002,"미주기구(OAS), 유엔 중남미카리브경제위원회 등 10여개 중남미 지역기구에 매년 25명 내외, 6개월 근무 인턴 파견",,0054001,,,1262000,외교부,1262000,외교부,0000000,외교부,0014010,"- 국문 신청서(한글 또는 PDF 파일)
- 영문 신청서(Application for Internship, Curriculum Viate) 각 1부
- 영문 재학증명서(휴학증명서로 대체 가능)
- 영문 대학&middot;대학원 성적증명서
- 기타 증명서(외국어 자격증 등)
- 교수 추천서","0049005,0049006,0049007,0049008",N,22,N,Y,0,0,1262054,중남미국,백다은,"ㅇ 선발 일정(구체 일정 추후 확정 예정)
  - 서류전형 마감 후 합격자 발표(개별 통보)
  - 필기시험 및 면접시험
  - 외교부 추천 후보자 발표(개별 통보)
  - 기구측에 우리측 후보자 추천
  - 최종 합격자 발표(개별 통보)","11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
세부사업별로 공고시 신청자격 알림,0057003,,,        ,        ,세부추진사업별로 공고 ,0056002,005,1,002,001,0043001,,0,0,,2025-01-12 11:24:32,896,0013010,2026-01-01 00:00:00,일자리,창업,0055003,B552826,한국임업진흥원,유리,,0044002,산림분야 관심자 및 전공자 태상 취ㆍ창업 실적역량 강화로 임산업 분야 우수 청년인재 유입 확대,벤처,0011009,산림산업 창업지원,20250112005400110167,0042011,"1. 청년 산림인 취업지원
  - 온ㆍ오프라인 소통강화로 산림분야 일자리 정보 접근성 향상
  - 민ㆍ관 협업을 통한 현장현 산림분야 실무인재 양성
  - 청년 취업지원 효율화 모색 및 네트워크 구축

2. 청년 산림인 창업지원
  - 산림분야 창업자 대상 수준별 비즈니스 실전역량 강화
  - 산림창업 진입장벽 완화 및 창업 성공 도약ㆍ지원
  - 창업자 및 전문가간 네트워킹으로 산림창업 활성화 지원

세부추진사업별로 공고 ",세부사업별로 공고시 참여 제한 대상 알림,0054001,,,1400000,산림청,1400803,산림청 산림복지국 산림안전보건일자리팀,1400704,산림청 산림복지국,0014010,,0049010,N,766,N,N,39,18,1400803,산림안전보건일자리팀,신욱령,,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
,0057003,,,20250101,20251231,,0056001,039,1,015,004,0043001,,0,0,,2025-01-10 23:55:30,86,0013010,2026-01-01 00:00:00,복지문화,건강,0055003,       ,,,,0044002,전북 군복무 청년 상해보험 가입 지원사업,보조금,0011009,전북 군복무 청년 상해보험 가입 지원,20250110005400210162,0042001,군복무 중인 청년에게 상해가 발생할 경우에 대비하여 단체 보험 가입 지원,,0054002,,,6540000,전북특별자치도,6540000,전북특별자치도,0000000,전북특별자치도,0014010,,0049010,N,0,N,N,39,18,6540000,전북특별자치도,,,"52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
,0057003,,,        ,        ,상시,0056002,002,1,001,001,0043001,,0,0,,2025-01-10 16:37:16,222,0013010,2026-01-01 00:00:00,일자리,취업,0055003,       ,,,"주소지 관할 제대군인지원센터에 유선으로 신청
",0044002,"전역 예정자의 직업능력 개발훈련 지원 사업

","해외진출,맞춤형상담서비스,교육지원",0011009,제대군인 직업능력 개발훈련,20250110005400110161,0042002,"근로자직업능력 개발법에 따른 직업능력개발훈련 실시기관에 추천
",,0054001,,,1830000,국가보훈부,1830000,국가보훈부,1830022,국가보훈부 제대군인국,0014007,"직업능력개발훈련 신청서, 직업능력개발훈련 개인정보 이용 및 제공 사전 동의서
",0049010,N,0,Y,Y,0,0,1830000,국가보훈부,권용화,"확인 및 추천자자격요건을 확인하여 실시기관에 추천하며 접수 즉시 처리됨
","11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
,0057003,,,        ,        ,상시,0056002,001,1,001,001,0043001,,0,0,"- 직업능력개발비교육비는 당해연도 예산의 범위 내에서만 지원 가능
- 교육훈련 수강전 상담을 하지 않은경우 지원 불가
- 교육훈련을 중도 포기하는 경우 지원불가
- 교육수료후에도 결격 사유 확인 시에는 지급금액 환수조치",2025-01-10 15:45:26,649,0013003,2026-01-01 00:00:00,일자리,취업,0055003,       ,,,"제대군인지원센터 상담 후 지원대상 여부 및 교육과정, 교육기관 등 확인 필요
- ☏1666-9279",0044002,제대군인 및 전역예정자를 대상으로 개인의 전직목표와 적성에 맞는 맞춤식 전문교육을 통해 취업에 직접적으로 필요한 교육훈련과정 지원 사업,"맞춤형상담서비스,교육지원",0011009,제대군인 직업능력개발교육비 지원,20250110005400110155,0042013,"전역 후 3년이 지나지 않고 미취창업중인 중장기 복무 전역(예정)자에게 최대 150만원 한도의 직업능력개발교육비 지원 (수강료 국비지원 80%, 자기부담률 20%)",,0054001,https://www.vnet.go.kr/gud/GudCv004.do,,1830000,국가보훈부,1830000,국가보훈부,1830022,국가보훈부 제대군인국,0014007,"(신청시) 직업능력개발교육비 지원신청서
(수료시) 교육과정 수료 후 14일 이내에 교육 수료증 또는 교육 수료 확인서",0049010,N,0,N,Y,0,0,1830055,제대군인일자리과,,제대군인지원센터의 담당 상담사와 상담 후 지원 대상으로 결정,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
,0057003,https://www.vnet.go.kr/edc/EdcCyb.do,,        ,        ,상시,0056002,027,1,011,003,0043001,,0,0,"-월별 교육 수료 기준 : 학습 진도율 80% 이상 
-과정불성실 이수의 경우 2개월간 수강 신청 정지 패널티 적용(무료과정 포함)
  &gt; 학습 기간 종료시까지 과정 진도 20% 미만자
-부정수강자 적발시 적발일로부터 1년간 수강 제한",2025-01-10 15:36:15,452,0013010,2026-01-01 00:00:00,"일자리,교육","취업,미래역량강화",0055003,       ,,,제대군인지원센터 사이버 연수원 홈페이지에 접속해서 별도 회원가입한 후 수강신청,0044002,"- 제대군인 특성에 맞는 시장 친화적이며 취창업과 연계한 차별화된 직업교육 확대
- 시간과 장소 제약 없이 다양한 교육과정을 제공함으로써 직업능력 역량을 제고하여 성공적인 사회복귀지원",교육지원,0011009,제대군인 사이버교육,20250110005400110154,0042005,"1인당 월 3개 (연 12개) 과목 사이버교육 지원
교재비 50% 지원(1인당 6권까지, 20만원 한도, 예산 범위 내 지원)",,0054001,https://www.vnet.go.kr/edc/EdcCyb.do,,1830000,국가보훈부,1830000,국가보훈부,1830022,국가보훈부 제대군인국,0014007,,0049010,N,0,N,Y,0,0,1830000,국가보훈부,,제대군인지원센터에서 자격 검증 및 결정 후 수강 가능,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
,0057003,https://vnet.go.kr/,,        ,        ,상시,0056002,001,1,001,001,0043001,,0,0,"□ 문의처 : 1666-9279
",2025-01-10 14:46:55,1274,0013010,2026-01-01 00:00:00,일자리,취업,0055003,       ,,,"□ 지원별 상이
",0044002,"제대(예정) 군인의 사회정착 지원을 위해 직업능력개발, 취창업, 교육, 멘토링 등의 구직활동 지원

","중소기업,교육지원,해외진출,맞춤형상담서비스",0011009,제대군인지원센터,20250110005400110153,0042002,"□ 직업능력개발 교육비
□ 전직지원금
□ 사이버교육
□ 무료법률 구조
□ 심리재활서비스 등 지원",,0054001,https://www.korea.kr/news/policyNewsView.do?newsId=148919167,,1830000,국가보훈부,1830055,국가보훈부 제대군인국 제대군인일자리과,1830022,국가보훈부 제대군인국,0014007,,0049010,N,0,Y,Y,0,0,1830000,국가보훈부,정지윤,,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
-,0057003,https://i815.or.kr/2018/tour/armyVisit.do,,        ,        ,2025년 12월 31일,0056002,042,1,016,004,0043001,,0,0,종합안내센터: 041-560-0771~773,2025-01-10 14:31:08,685,0013010,2026-01-01 00:00:00,복지문화,문화활동,0055003,B551001,독립기념관,이여설,"ㅇ 모바일 앱을 이용한 관람 및 퀴즈 풀이
- '현충시설 기념관 안내' 앱 다운로드 -&gt; 독립기념관 선택 -&gt; '국군 휴가 인증' 메뉴 선탁 -&gt; 휴가자 정보 등록 -&gt; 독립기념관 방문 -&gt; 모바일앱을 설치하여 전시관 관람 및 퀴즈 풀이 -&gt; 확인증 발급(종합안내센터 방문 필요 없음)",0044002,"휴가 중 독립기념관 방문 관람(방문 확인) 하면, 추후 휴가 시 1일의 휴가를 보상",교육지원,0011009,국군 휴가보상 제도,20250110005400210152,0042013,"휴가 중 독립기념관 관람(방문 확인) 하면, 추후 휴가 시 1일의 휴가를 보상",-,0054001,https://i815.or.kr/2018/tour/armyVisit.do,,1830000,국가보훈부,1830000,국가보훈부,1830000,국가보훈부,0014010,-,0049010,N,0,Y,Y,0,0,1830000,국가보훈부,,-,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
"○ 지급 중단 사유
- 적극적으로 구직활동을 하지 않은 경우(본인의 질병·부상·임신·출산 및 천재지변의 경우는 제외)
- 거짓이나 그 밖의 부정한 방법으로 전직지원금을 지급받았거나 지급받으려 한 경우",0057003,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=11800000096,,        ,        ,상시,0056002,001,1,001,001,0043001,,0,0,"전국제대군인지원센터 (1666-9279)
",2025-01-10 14:27:28,1172,0013003,2026-01-01 00:00:00,일자리,취업,0055003,       ,,,"- 제대군인지원센터에 방문하거나 온라인, 우편으로 신청
",0044002,"전역후 6개월 이내 실업상태의 군인연금비대상 장기복무제대군인의 취, 창업 촉진을 위한 전직지원금 지원

","바우처,맞춤형상담서비스",0011009,제대군인 전직지원금,20250110005400110151,0042006,"○ 매월 장기복무 81만 원, 중기복무 58만 원 씩 6개월 간 지급. 다만 수급기간 중 취창업시에는 취업이나 창업을 한 다음 달부터 남은 달까지 받을 총 지급액의 1/2을 일시금으로 지급
   * 신청기간 : 전역후 6개월이내
",* 군인연금 수령자는 제외,0054001,https://www.vnet.go.kr/gud/GudCv002.do,,1830000,국가보훈부,1830055,국가보훈부 제대군인국 제대군인일자리과,1830022,국가보훈부 제대군인국,0014007,"전직지원급지급신청서, 개인정보 이용·제공 사전 동의서, 매월 1회 이상 적극적 구직활동 증명서류(해당장에 한함)
",0049010,N,0,Y,Y,0,0,1830000,국가보훈부,이성진,"신청 이후 약 25일 소요
","11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
